"Code","Symbol","Industry","Board"
"BNBR-R.JK","BNBR-R.JK","Unknown","Unknown"
"INTD.JK","Inter Delta Tbk","Unknown","Jakarta"
"CTRS.JK","Ciputra Surya Tbk","Unknown","Jakarta"
"PEGE-W.JK","Waran Seri I Panc","Unknown","Jakarta"
"DEFI.JK","Danasupra Erapaci","Unknown","Jakarta"
"TMPI-W.JK","Waran Seri II AGI","Unknown","Jakarta"
"BASS.JK","BASS.JK","Unknown","Unknown"
"BBNI.JK","Bank Negara Indon","Unknown","Jakarta"
"SCBD.JK","Danayasa Arthatam","Unknown","Jakarta"
"PSDN.JK","Prasidha Aneka Ni","Unknown","Jakarta"
"AKSI.JK","Asia Kapitalindo","Unknown","Jakarta"
"IATG.JK","Infoasia Teknolog","Unknown","Jakarta"
"KKGI.JK","Resource Alam Ind","Unknown","Jakarta"
"BUDI.JK","Budi Acid Jaya Tb","Unknown","Jakarta"
"OMRE.JK","Indonesia Prima P","Unknown","Jakarta"
"MLIA.JK","Mulia Industrindo","Unknown","Jakarta"
"MDLN.JK","Modernland Realty","Unknown","Jakarta"
"YULE.JK","Yulie Sekurindo T","Unknown","Jakarta"
"DART.JK","Duta Anggada Real","Unknown","Jakarta"
"DGIK.JK","Duta Graha Indah","Unknown","Jakarta"
"ARTA.JK","Arthavest Tbk","Unknown","Jakarta"
"MLPL.JK","Multipolar Tbk","Unknown","Jakarta"
"ARNA.JK","Arwana Citramulia","Unknown","Jakarta"
"RICY.JK","Ricky Putra Globa","Unknown","Jakarta"
"ASRI-W.JK","Waran Seri I Alam","Unknown","Jakarta"
"BVIC-W.JK","Waran Seri IV Ban","Unknown","Jakarta"
"TALFA.JK","Tunas Alfin Tbk.","Unknown","Jakarta"
"RUIS.JK","Radiant Utama Int","Unknown","Jakarta"
"ELSA.JK","Elnusa Tbk","Unknown","Jakarta"
"BNBR.JK","Bakrie & Brothers","Unknown","Jakarta"
"STTP.JK","Siantar TOP Tbk","Unknown","Jakarta"
"PNBN.JK","Bank Pan Indonesi","Unknown","Jakarta"
"JKSW.JK","Jakarta Kyoei Ste","Unknown","Jakarta"
"MRAT.JK","Mustika Ratu Tbk","Unknown","Jakarta"
"DOID.JK","Delta Dunia Petro","Unknown","Jakarta"
"PGLI.JK","Pembangunan Graha","Unknown","Jakarta"
"UNIC.JK","Unggul Indah Caha","Unknown","Jakarta"
"ALKA.JK","Alakasa Industrin","Unknown","Jakarta"
"KARK-W.JK","Waran Seri II Day","Unknown","Jakarta"
"CNTX.JK","Centex (Saham Pre","Unknown","Jakarta"
"FREN.JK","Mobile-8 Telecom","Unknown","Jakarta"
"PJAA.JK","Pembangunan Jaya","Unknown","Jakarta"
"MCOR.JK","Bank Windu Kentja","Unknown","Jakarta"
"DVLA.JK","Darya-Varia Labor","Unknown","Jakarta"
"BBLD-W.JK","BBLD-W.JK","Unknown","Unknown"
"KOIN.JK","Kokoh Inti Arebam","Unknown","Jakarta"
"ATPK-W.JK","Waran Seri I ATPK","Unknown","Jakarta"
"CEKA.JK","Cahaya Kalbar Tbk","Unknown","Jakarta"
"HEXA.JK","Hexindo Adiperkas","Unknown","Jakarta"
"ESTI.JK","Ever Shine Textil","Unknown","Jakarta"
"BAPA.JK","Bekasi Asri Pemul","Unknown","Jakarta"
"SMAR.JK","SMART Tbk","Unknown","Jakarta"
"ADMF.JK","Adira Dinamika Mu","Unknown","Jakarta"
"ENRG.JK","Energi Mega Persa","Unknown","Jakarta"
"PNSE.JK","Pudjiadi & Sons E","Unknown","Jakarta"
"ADMG.JK","Polychem Indonesi","Unknown","Jakarta"
"APLI.JK","Asiaplast Industr","Unknown","Jakarta"
"BRNA.JK","Berlina Tbk","Unknown","Jakarta"
"TALFB.JK","Tunas Alfin Tbk.","Unknown","Jakarta"
"FMII.JK","Fortune Mate Indo","Unknown","Jakarta"
"DLTA.JK","Delta Djakarta Tb","Unknown","Jakarta"
"CENT.JK","Centrin Online Tb","Unknown","Jakarta"
"SMSM.JK","Selamat Sempurna","Unknown","Jakarta"
"BABP-W.JK","Waran Seri I Bank","Unknown","Jakarta"
"IKAI.JK","Intikeramik Alama","Unknown","Jakarta"
"PKPK.JK","Perdana Karya Per","Unknown","Jakarta"
"UNSP.JK","Bakrie Sumatra Pl","Unknown","Jakarta"
"ABBA.JK","Abdi Bangsa Tbk","Unknown","Jakarta"
"BTON.JK","Betonjaya Manungg","Unknown","Jakarta"
"ARTA-W.JK","ARTA-W.JK","Unknown","Unknown"
"RMBA.JK","Bentoel Internati","Unknown","Jakarta"
"APIC.JK","Pan Pacific Inter","Unknown","Jakarta"
"FISH.JK","FKS Multi Agro Tb","Unknown","Jakarta"
"SMRA-W.JK","Waran Seri I Summ","Unknown","Jakarta"
"ASII.JK","Astra Internation","Unknown","Jakarta"
"INKP.JK","Indah Kiat Pulp &","Unknown","Jakarta"
"MYOR.JK","Mayora Indah Tbk","Unknown","Jakarta"
"LPKR.JK","Lippo Karawaci Tb","Unknown","Jakarta"
"MYOH.JK","Myoh Technology T","Unknown","Jakarta"
"CTRA-W.JK","Waran Seri I Cipu","Unknown","Jakarta"
"JKON.JK","Jaya Konstruksi M","Unknown","Jakarta"
"DYNA.JK","Dynaplast Tbk","Unknown","Jakarta"
"CTBN.JK","Citra Tubindo Tbk","Unknown","Jakarta"
"SAIP.JK","Surabaya Agung In","Unknown","Jakarta"
"SULI-W.JK","Waran Seri I Suma","Unknown","Jakarta"
"PBRX.JK","Pan Brothers Tex","Unknown","Jakarta"
