"Code","Symbol","Name","英文名称","注册地址","A股代码","A股简称","A股上市日期","A股总股本","A股流通股本","B股代码","B股 简 称","B股上市日期","B股总股本","B股流通股本","地 区","省 份","城 市","所属行业","公司网址"
002322.SZ,"理工监测","宁波理工监测科技股份有限公司","Ningbo Ligong Online Monitoring Technology Co.,Ltd","浙江宁波保税区留学人员创业园4号楼2楼",2322,"理工监测",12/18/09,66700000,16700000,,,,0,0,"华东","浙江","宁波市","C7 机械设备","www.lgom.com.cn"
002323.SZ,"中联电气","江苏中联电气股份有限公司","JiangSu ZhongLian Electric Co.,Ltd","江苏省盐城市盐都区潘黄镇宝才工业园区内",2323,"中联电气",12/18/09,82760000,21000000,,,,0,0,"华东","江苏","盐城市","C7 机械设备","www.zl-electronic.com"
002324.SZ,"普利特","上海普利特复合材料股份有限公司","SHANGHAI PRET COMPOSITES CO.,LTD.","上海市四平路421弄20号2楼",2324,"普利特",12/18/09,135000000,35000000,,,,0,0,"华东","上海","上海市","C4 石化塑胶","www.pret.com.cn"
002325.SZ,"洪涛股份","深圳市洪涛装饰股份有限公司","SHENZHEN HONGTAO DECORATION CO.,LTD.","深圳市罗湖区泥岗西洪涛路17号",2325,"洪涛股份",12/22/09,150000000,37500000,,,,0,0,"华南","广东","深圳市","E 建筑业","www.szhongtao.cn"
002326.SZ,"永太科技","浙江永太科技股份有限公司","Zhejiang Yongtai Technology Co.,Ltd.","浙江省化学原料药基地临海园区",2326,"永太科技",12/22/09,133500000,33500000,,,,0,0,"华东","浙江","台州市","C4 石化塑胶","www.yongtaitech.com"
002327.SZ,"富安娜","深圳市富安娜家居用品股份有限公司","Shenzhen Fuanna Bedding and Furnishing Co.,Ltd.","深圳市南山区创业南南油大道西路自行车加工厂1栋",2327,"富安娜",12/30/09,133900000,33799000,,,,0,0,"华南","广东","深圳市","C1 纺织服装","www.fuanna.com.cn"
002328.SZ,"新朋股份","上海新朋实业股份有限公司","SHANGHAI XINPENG INDUSTRIAL CO.,LTD.","上海市青浦区嘉松中路518号",2328,"新朋股份",12/30/09,300000000,75000000,,,,0,0,"华东","上海","上海市","C6 金属非金属","www.xinpeng.com"
002329.SZ,"皇氏乳业","广西皇氏甲天下乳业股份有限公司","Guangxi Royal Dairy Co., Ltd.","广西壮族自治区南宁市科园大道66号",2329,"皇氏乳业",01/06/10,107000000,27000000,,,,0,0,"华南","广西","南宁市","C0 食品饮料","www.gxhsry.com"
002330.SZ,"得利斯","山东得利斯食品股份有限公司","Shandong Delisi Food Co.,Ltd.","山东省诸城市昌城镇驻地",2330,"得利斯",01/06/10,251000000,62999400,,,,0,0,"华东","山东","潍坊市","C0 食品饮料","www.delisi.com.cn"
002331.SZ,"皖通科技","安徽皖通科技股份有限公司","Anhui Wantong Technology Co.,Ltd.","合肥市高新区梦园路7号",2331,"皖通科技",01/06/10,71411600,18200000,,,,0,0,"华东","安徽","合肥市","G 信息技术","www.wantong-tech.net"
002332.SZ,"仙琚制药","浙江仙琚制药股份有限公司","ZHEJIANG XIANJU PHARMACEUTICAL CO., LTD.","浙江省仙居县仙药路1号",2332,"仙琚制药",01/12/10,341400000,85400000,,,,0,0,"华东","浙江","台州市","C8 医药生物","www.xjpharma.com"
002333.SZ,"罗普斯金","苏州罗普斯金铝业股份有限公司","Suzhou Lopsking Aluminum CO., Ltd.","江苏省苏州市相城区阳澄湖中路31号",2333,"罗普斯金",01/12/10,250880000,62720000,,,,0,0,"华东","江苏","苏州市","C6 金属非金属","www.lpsk.com.cn"
002334.SZ,"英威腾","深圳市英威腾电气股份有限公司","SHENZHEN INVT ELECTRIC CO., LTD.","深圳市南山区龙井高发科技工业园4号厂房",2334,"英威腾",01/13/10,64000000,16000000,,,,0,0,"华南","广东","深圳市","C7 机械设备","www.invt.com.cn"
002335.SZ,"科华恒盛","厦门科华恒盛股份有限公司","XIAMEN KEHUA HENGSHENG CO., LTD.","厦门火炬高新区火炬园光业楼第三层东单元",2335,"科华恒盛",01/13/10,78000000,19500000,,,,0,0,"华东","福建","厦门市","C7 机械设备","www.kehua.com.cn"
002336.SZ,"人人乐","人人乐连锁商业集团股份有限公司","RENRENLE COMMERCIAL GROUP CO.,LTD.","深圳市南山区前海路心语家园裙楼二楼",2336,"人人乐",01/13/10,400000000,100000000,,,,0,0,"华南","广东","深圳市","H 批发零售","www.renrenle.cn"
002337.SZ,"赛象科技","天津赛象科技股份有限公司","TIANJIN SAIXIANG TECHNOLOGY CO.,LTD","天津市华苑新技术产业园区(环外)海泰发展四道9号",2337,"赛象科技",01/15/10,120000000,30000000,,,,0,0,"华北","天津","天津市","C7 机械设备","www.chinarpm.com"
002338.SZ,"奥普光电","长春奥普光电技术股份有限公司","Changchun Up Optotech Co., Ltd.","吉林省长春市经济技术开发区营口路588号",2338,"奥普光电",01/15/10,80000000,20000000,,,,0,0,"东北","吉林","长春市","C7 机械设备","www.up-china.com"
002339.SZ,"积成电子","积成电子股份有限公司","Integrated Electronic Systems Lab Co. , Ltd.","济南市华阳路69 号留学人员创业园1号楼6层",2339,"积成电子",01/22/10,86000000,22000000,,,,0,0,"华东","山东","济南市","G 信息技术","www.ieslab.com.cn"
002340.SZ,"格林美","深圳市格林美高新技术股份有限公司","Shenzhen Green Eco-manufacture Hi-tech Co.,Ltd.","深圳市宝安区宝安中心区兴华路南侧荣超滨海大厦A栋20层2008号房",2340,"格林美",01/22/10,121316000,30329000,,,,0,0,"华南","广东","深圳市","B 采掘业","WWW.GEMHI-TECH.COM"
002341.SZ,"新纶科技","深圳市新纶科技股份有限公司","SHENZHEN SELEN SCIENCE & TECHNOLOGY CO.,LTD.","深圳市高新区科技南十二路曙光大厦九楼",2341,"新纶科技",01/22/10,73200000,19000000,,,,0,0,"华南","广东","深圳市","C4 石化塑胶","www.szselen.com"
002342.SZ,"巨力索具","巨力索具股份有限公司","JULI SLING CO.,LTD.","河北省保定市徐水县巨力路",2342,"巨力索具",01/26/10,480000000,60000000,,,,0,0,"华北","河北","保定市","C9 其他制造业","www.julisling.com"
002343.SZ,"禾欣股份","浙江禾欣实业集团股份有限公司","ZHEJIANG HEXIN INDUSTRY GROUP Co.,Ltd","浙江省嘉兴市城东路435号",2343,"禾欣股份",01/26/10,99060000,25000000,,,,0,0,"华东","浙江","嘉兴市","C4 石化塑胶","www.hexin-puleather.com"
002344.SZ,"海宁皮城","海宁中国皮革城股份有限公司","Haining China Leather Market Co.,Ltd","浙江省海宁市海州西路201号",2344,"海宁皮城",01/26/10,280000000,70000000,,,,0,0,"华东","浙江","嘉兴市","M 综合类","www.zgpgc.com"
002345.SZ,"潮宏基","广东潮宏基实业股份有限公司","GUANGDONG CHJ INDUSTRY CO., LTD.","汕头市龙湖区龙新工业区龙新五街四号1-4楼",2345,"潮宏基",01/28/10,180000000,45000000,,,,0,0,"华南","广东","汕头市","C9 其他制造业","www.chjchina.com"
002346.SZ,"柘中建设","上海柘中建设股份有限公司","Shanghai Zhezhong Construction Co.,Ltd","上海市奉贤区浦卫公路50号",2346,"柘中建设",01/28/10,135000000,35000000,,,,0,0,"华东","上海","上海市","C6 金属非金属","www.ch-zzcc.com"
002347.SZ,"泰尔重工","安徽泰尔重工股份有限公司","Anhui Taier Heavy Industry Co., Ltd","安徽省马鞍山市经济技术开发区红旗南路18号",2347,"泰尔重工",01/28/10,104000000,26000000,,,,0,0,"华东","安徽","马鞍山市","C7 机械设备","www.taier.info"
002348.SZ,"高乐股份","广东高乐玩具股份有限公司","Goldlok Toys Holdings (GuangDong) Co.,Ltd","广东省普宁市占陇加工区振如大厦",2348,"高乐股份",02/03/10,148000000,38000000,,,,0,0,"华南","广东","揭阳市","C3 造纸印刷","www.goldlok.com"
002349.SZ,"精华制药","南通精华制药股份有限公司","NANTONG JINGHUA PHARMACEUTICAL CO., LTD.","南通市港闸经济开发区兴泰路9号",2349,"精华制药",02/03/10,80000000,20000000,,,,0,0,"华东","江苏","南通市","C8 医药生物","www.ntjhzy.com"
002350.SZ,"北京科锐","北京科锐配电自动化股份有限公司","Beijing Creative Distribution Automation Co.,LTD","北京市海淀区上地创业路8号3号楼4层",2350,"北京科锐",02/03/10,128400000,32400000,,,,0,0,"华北","北京","北京市","C7 机械设备","www.creat-da.com.cn"
002351.SZ,"漫步者","深圳市漫步者科技股份有限公司","Edifier Technology Co.,Ltd.","深圳市宝安区公明街道长圳社区长兴工业城第15、16、22、23栋",2351,"漫步者",02/05/10,147000000,37000000,,,,0,0,"华南","广东","深圳市","C5 电子","www.edifier.com"
002352.SZ,"鼎泰新材","马鞍山鼎泰稀土新材料股份有限公司","Maanshan Dingtai Rare Earth & New Material Co., Ltd.","安徽省马鞍山市当涂工业园",2352,"鼎泰新材",02/05/10,77830780,19500000,,,,0,0,"华东","安徽","马鞍山市","C6 金属非金属","www.dingtaicn.com"
002353.SZ,"杰瑞股份","烟台杰瑞石油服务集团股份有限公司","Yantai Jereh Oilfield Services Group Co., Ltd.","烟台市莱山区澳柯玛大街7号",2353,"杰瑞股份",02/05/10,114818000,29000000,,,,0,0,"华东","山东","烟台市","B 采掘业","www.jereh.com"
002354.SZ,"科冕木业","大连科冕木业股份有限公司","Dalian Kemian Wood Industry Co., Ltd.","大连庄河市经济开发区",2354,"科冕木业",02/09/10,93500000,23500000,,,,0,0,"东北","辽宁","大连市","C2 木材家具","www.kemianwood.com"
002355.SZ,"兴民钢圈","山东兴民钢圈股份有限公司","Shandong Xingmin Wheel Co., Ltd.","山东省龙口市龙口经济开发区",2355,"兴民钢圈",02/09/10,210400000,52600000,,,,0,0,"华东","山东","烟台市","C7 机械设备","www.xingmin.com"
002356.SZ,"浩宁达","深圳浩宁达仪表股份有限公司","Shenzhen Haoningda Meters Co.,LTD.","深圳市南山区侨香路东方科技园华科大厦六楼",2356,"浩宁达",02/09/10,80000000,20000000,,,,0,0,"华南","广东","深圳市","C7 机械设备","www.szhnd.com"
002357.SZ,"富临运业","四川富临运业集团股份有限公司","Sichuan Fulin Transportation Group CO., LTD.","绵阳市绵州大道北段98号",2357,"富临运业",02/10/10,97965324,25200000,,,,0,0,"西南","四川","绵阳市","F 运输仓储","www.scflyy.cn"
002358.SZ,"森源电气","河南森源电气股份有限公司","Henan Senyuan Electric Co.,Ltd","河南省长葛市人民路北段",2358,"森源电气",02/10/10,86000000,22000000,,,,0,0,"华中","河南","许昌市","C7 机械设备","www.hnsyec.com"
002359.SZ,"齐星铁塔","山东齐星铁塔科技股份有限公司","SHANDONG QIXING IRON TOWER CO., LTD.","山东省邹平县开发区会仙二路",2359,"齐星铁塔",02/10/10,109000000,27500000,,,,0,0,"华东","山东","滨州市","C6 金属非金属","www.QXTT.com"
002360.SZ,"同德化工","山西同德化工股份有限公司","SHANXI TOND CHEMICAL CO.,LTD.","山西省河曲县文笔镇焦尾城大茂口",2360,"同德化工",03/03/10,60000000,15000000,,,,0,0,"华北","山西","忻州市","C4 石化塑胶","www.tondchem.com"
002361.SZ,"神剑股份","安徽神剑新材料股份有限公司","Anhui Shenjian New Materials Co.,Ltd","芜湖经济技术开发区桥北工业园",2361,"神剑股份",03/03/10,80000000,20000000,,,,0,0,"华东","安徽","芜湖市","C4 石化塑胶","www.shen-jian.com.cn"
002362.SZ,"汉王科技","汉王科技股份有限公司","Hanwang Technology Co.,Ltd.","北京市海淀区东北旺西路8号5号楼三层",2362,"汉王科技",03/03/10,107051396,27000000,,,,0,0,"华北","北京","北京市","G 信息技术","www.hanwang.com.cn"
002363.SZ,"隆基机械","山东隆基机械股份有限公司","SHANDONG LONGJI MACHINERY CO.,LTD.","山东省龙口市外向型经济开发区",2363,"隆基机械",03/05/10,120000000,30000000,,,,0,0,"华东","山东","烟台市","C7 机械设备",
002364.SZ,"中恒电气","杭州中恒电气股份有限公司","HANGZHOU ZHONGHENG ELECTRIC Co., Ltd.","杭州市高新区之江科技工业园东信大道69号",2364,"中恒电气",03/05/10,66800000,16800000,,,,0,0,"华东","浙江","杭州市","C7 机械设备","www.hzzh.com"
002365.SZ,"永安药业","潜江永安药业股份有限公司","QIANJIANG YONGAN PHARMACEUTICAL CO.,LTD.","潜江市泽口经济开发区竹泽路16号",2365,"永安药业",03/05/10,93500000,23500000,,,,0,0,"华中","湖北","潜江市","C0 食品饮料","www.chinataurine.com"
002366.SZ,"丹甫股份","四川丹甫制冷压缩机股份有限公司","SICHUAN DANFU COMPRESSOR CO.,LTD","四川省青神县黑龙镇",2366,"丹甫股份",03/12/10,133500000,33500000,,,,0,0,"西南","四川","眉山市","C7 机械设备","www.scdanfu.cn"
002367.SZ,"康力电梯","康力电梯股份有限公司","CANNY ELEVATOR CO., LTD.","吴江（芦墟）临沪经济开发区88号",2367,"康力电梯",03/12/10,160200000,40200000,,,,0,0,"华东","江苏","苏州市","C7 机械设备","www.canny-elevator.com"
002368.SZ,"太极股份","太极计算机股份有限公司","Taiji Computer Corporation Limited","北京市海淀区北四环中路211号",2368,"太极股份",03/12/10,98789200,25000000,,,,0,0,"华北","北京","北京市","G 信息技术","www.taiji.com.cn"
002369.SZ,"卓翼科技","深圳市卓翼科技股份有限公司","SHENZHEN ZOWEE TECHNOLOGY CO.,LTD","深圳市南山区西丽平山民企科技园5栋",2369,"卓翼科技",03/16/10,100000000,25000000,,,,0,0,"华南","广东","深圳市","C5 电子","www.zowee.com.cn"
002370.SZ,"亚太药业","浙江亚太药业股份有限公司","Zhejiang Yatai Pharmaceutical Co.,Ltd.","浙江省绍兴县云集路1152号",2370,"亚太药业",03/16/10,120000000,30000000,,,,0,0,"华东","浙江","绍兴市","C8 医药生物","www.ytyaoye.com"
002371.SZ,"七星电子","北京七星华创电子股份有限公司","Beijing Sevenstar Electronics Co.,Ltd.","北京市朝阳区酒仙桥东路1号",2371,"七星电子",03/16/10,65000000,16560000,,,,0,0,"华北","北京","北京市","C5 电子","www.sevenstar.com.cn"
002372.SZ,"伟星新材","浙江伟星新型建材股份有限公司","Zhejiang Weixing New Building Materials Co.,Ltd.","浙江省临海经济开发区",2372,"伟星新材",03/18/10,253400000,63400000,,,,0,0,"华东","浙江","台州市","C4 石化塑胶","www.china-pipes.com"
002373.SZ,"联信永益","北京联信永益科技股份有限公司","SureKAM Corporation","北京市海淀区北四环中路238号柏彦大厦803-808室",2373,"联信永益",03/18/10,68530000,17500000,,,,0,0,"华北","北京","北京市","G 信息技术","www.surekam.com"
002374.SZ,"丽鹏股份","山东丽鹏股份有限公司","SHANDONG LIPENG CO.,LTD","山东省烟台市牟平区姜格庄镇邹革庄村",2374,"丽鹏股份",03/18/10,53500000,13500000,,,,0,0,"华东","山东","烟台市","C6 金属非金属","www.lp.com.cn"
002375.SZ,"亚厦股份","浙江亚厦装饰股份有限公司","ZHEJIANG YASHA DECORATION CO.,LTD.","浙江省上虞市章镇工业新区",2375,"亚厦股份",03/23/10,211000000,53000000,,,,0,0,"华东","浙江","绍兴市","E 建筑业","www.yashazs.com"
002376.SZ,"新北洋","山东新北洋信息技术股份有限公司","Shandong New Beiyang Information Technology Co.,Ltd.","山东省威海市火炬高技术产业开发区火炬路169号",2376,"新北洋",03/23/10,150000000,38000000,,,,0,0,"华东","山东","威海市","G 信息技术","www.newbeiyang.com.cn"
002377.SZ,"国创高新","湖北国创高新材料股份有限公司","Hubei Guochuang Hi-Tech Material Co.,Ltd","武汉市东湖开发区华光大道18号",2377,"国创高新",03/23/10,107000000,27000000,,,,0,0,"华中","湖北","武汉市","C4 石化塑胶","www.guochuang.com.cn"
002378.SZ,"章源钨业","崇义章源钨业股份有限公司","Chongyi Zhangyuan Tungsten Co., Ltd.","江西省崇义县城塔下",2378,"章源钨业",03/31/10,428213646,43000000,,,,0,0,"华东","江西","赣州市","C6 金属非金属","www.zy-tungsten.com"
002379.SZ,"鲁丰股份","山东鲁丰铝箔股份有限公司","Shandong Loften Aluminium Foil Co.,Ltd.","山东省博兴县滨博大街1568号",2379,"鲁丰股份",03/31/10,77500000,19500000,,,,0,0,"华东","山东","滨州市","C6 金属非金属","www.loften.com.cn"
002380.SZ,"科远股份","南京科远自动化集团股份有限公司","Nanjing Keyuan Automatic Corporation Co.,Ltd","南京市江宁经济技术开发区西门子路27号",2380,"科远股份",03/31/10,68000000,17000000,,,,0,0,"华东","江苏","南京市","C7 机械设备","www.sciyon.com"
002381.SZ,"双箭股份","浙江双箭橡胶股份有限公司","ZHEJIANG DOUBLE ARROW RUBBER CO., LTD.","浙江省桐乡市洲泉镇晚村",2381,"双箭股份",04/02/10,78000000,20000000,,,,0,0,"华东","浙江","嘉兴市","C4 石化塑胶","www.doublearrow.net"
002382.SZ,"蓝帆股份","山东蓝帆塑胶股份有限公司","SHANDONG BLUE SAIL PLASTIC & RUBBER CO.,LTD.","淄博市齐鲁化学工业区清田路21号",2382,"蓝帆股份",04/02/10,80000000,20000000,,,,0,0,"华东","山东","淄博市","C4 石化塑胶","www.bluesail.cn"
002383.SZ,"合众思壮","北京合众思壮科技股份有限公司","Beijing UniStrong Science&Technology Co.,Ltd.","北京市海淀区知春路118号知春大厦1501室",2383,"合众思壮",04/02/10,120000000,30000000,,,,0,0,"华北","北京","北京市","G 信息技术","www.UniStrong.com"
002384.SZ,"东山精密","苏州东山精密制造股份有限公司","Suzhou Dongshan Precision manufacturing Co., Ltd","苏州市吴中区东山镇凤凰山路8号",2384,"东山精密",04/09/10,160000000,40000000,,,,0,0,"华东","江苏","苏州市","C6 金属非金属","www.sz-dsbj.com"
